"","UNMAPPED","UNINTEGRATED","1CMET2-PWY: folate transformations III (E. coli)","ANAEROFRUCAT-PWY: homolactic fermentation","ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)","ARGININE-SYN4-PWY: L-ornithine biosynthesis II","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)","ARO-PWY: chorismate biosynthesis I","ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis","BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I","BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis","CALVIN-PWY: Calvin-Benson-Bassham cycle","CITRULBIO-PWY: L-citrulline biosynthesis","COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)","COA-PWY: coenzyme A biosynthesis I (prokaryotic)","COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis","DAPLYSINESYN-PWY: L-lysine biosynthesis I","DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II","DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis","ECASYN-PWY: enterobacterial common antigen biosynthesis","FAO-PWY: fatty acid &beta;-oxidation I (generic)","FASYN-ELONG-PWY: fatty acid elongation -- saturated","FERMENTATION-PWY: mixed acid fermentation","FUCCAT-PWY: fucose degradation","GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation","GLUCONEO-PWY: gluconeogenesis I","GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation","GLUTORN-PWY: L-ornithine biosynthesis I","GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)","GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway","GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)","GLYOXYLATE-BYPASS: glyoxylate cycle","HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)","HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)","HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)","HISDEG-PWY: L-histidine degradation I","HISTSYN-PWY: L-histidine biosynthesis","HOMOSER-METSYN-PWY: L-methionine biosynthesis I","HSERMETANA-PWY: L-methionine biosynthesis III","ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)","LIPASYN-PWY: phospholipases","MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis","METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis","NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)","NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)","NONMEVIPP-PWY: methylerythritol phosphate pathway I","NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I","OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)","P101-PWY: ectoine biosynthesis","P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)","P124-PWY: Bifidobacterium shunt","P221-PWY: octane oxidation","P41-PWY: pyruvate fermentation to acetate and (S)-lactate I","P441-PWY: superpathway of N-acetylneuraminate degradation","PANTO-PWY: phosphopantothenate biosynthesis I","PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)","PENTOSE-P-PWY: pentose phosphate pathway","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)","PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)","PPGPPMET-PWY: ppGpp metabolism","PWY-101: photosynthesis light reactions","PWY-1042: glycolysis IV","PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis","PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)","PWY-2201: folate transformations I","PWY-3001: superpathway of L-isoleucine biosynthesis I","PWY-3841: folate transformations II (plants)","PWY-4041: &gamma;-glutamyl cycle","PWY-4984: urea cycle","PWY-5097: L-lysine biosynthesis VI","PWY-5100: pyruvate fermentation to acetate and lactate II","PWY-5103: L-isoleucine biosynthesis III","PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)","PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)","PWY-5188: tetrapyrrole biosynthesis I (from glutamate)","PWY-5189: tetrapyrrole biosynthesis II (from glycine)","PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)","PWY-5384: sucrose degradation IV (sucrose phosphorylase)","PWY-5484: glycolysis II (from fructose 6-phosphate)","PWY-5659: GDP-mannose biosynthesis","PWY-5667: CDP-diacylglycerol biosynthesis I","PWY-5686: UMP biosynthesis I","PWY-5695: inosine 5'-phosphate degradation","PWY-5723: Rubisco shunt","PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis","PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)","PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I","PWY-5913: partial TCA cycle (obligate autotrophs)","PWY-5918: superpathway of heme b biosynthesis from glutamate","PWY-5941: glycogen degradation II","PWY-5973: cis-vaccenate biosynthesis","PWY-5981: CDP-diacylglycerol biosynthesis III","PWY-5989: stearate biosynthesis II (bacteria and plants)","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II","PWY-6123: inosine-5'-phosphate biosynthesis I","PWY-6124: inosine-5'-phosphate biosynthesis II","PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II","PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II","PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","PWY-6151: S-adenosyl-L-methionine salvage I","PWY-6163: chorismate biosynthesis from 3-dehydroquinate","PWY-6185: 4-methylcatechol degradation (ortho cleavage)","PWY-621: sucrose degradation III (sucrose invertase)","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis","PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)","PWY-6305: superpathway of putrescine biosynthesis","PWY-6317: D-galactose degradation I (Leloir pathway)","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)","PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","PWY-6519: 8-amino-7-oxononanoate biosynthesis I","PWY-6609: adenine and adenosine salvage III","PWY-6612: superpathway of tetrahydrofolate biosynthesis","PWY-6628: superpathway of L-phenylalanine biosynthesis","PWY-6629: superpathway of L-tryptophan biosynthesis","PWY-6630: superpathway of L-tyrosine biosynthesis","PWY-6700: queuosine biosynthesis I (de novo)","PWY-6703: preQ0 biosynthesis","PWY-6803: phosphatidylcholine acyl editing","PWY-6823: molybdopterin biosynthesis","PWY-6897: thiamine diphosphate salvage II","PWY-6901: superpathway of glucose and xylose degradation","PWY-6902: chitin degradation II (Vibrio)","PWY-6922: L-N&delta;-acetylornithine biosynthesis","PWY-6936: seleno-amino acid biosynthesis (plants)","PWY-6969: TCA cycle V (2-oxoglutarate synthase)","PWY-702: L-methionine biosynthesis II","PWY-7052: cyanophycin metabolism","PWY-7111: pyruvate fermentation to isobutanol (engineered)","PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type","PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type","PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I","PWY-7185: UTP and CTP dephosphorylation I","PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II","PWY-7197: pyrimidine deoxyribonucleotide phosphorylation","PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV","PWY-7199: pyrimidine deoxyribonucleosides salvage","PWY-7208: superpathway of pyrimidine nucleobases salvage","PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP","PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II","PWY-7221: guanosine ribonucleotides de novo biosynthesis","PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II","PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I","PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I","PWY-7234: inosine-5'-phosphate biosynthesis III","PWY-7238: sucrose biosynthesis II","PWY-7242: D-fructuronate degradation","PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II","PWY-7315: dTDP-N-acetylthomosamine biosynthesis","PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)","PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)","PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)","PWY-7400: L-arginine biosynthesis IV (archaebacteria)","PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)","PWY-7560: methylerythritol phosphate pathway II","PWY-7663: gondoate biosynthesis (anaerobic)","PWY-7664: oleate biosynthesis IV (anaerobic)","PWY-7790: UMP biosynthesis II","PWY-7791: UMP biosynthesis III","PWY-7851: coenzyme A biosynthesis II (eukaryotic)","PWY-7858: (5Z)-dodecenoate biosynthesis II","PWY-7873: D-erythronate degradation II","PWY-7874: L-threonate degradation","PWY-7883: anhydromuropeptides recycling II","PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)","PWY-7977: L-methionine biosynthesis IV","PWY-8004: Entner-Doudoroff pathway I","PWY-8073: lipid IVA biosynthesis (P. putida)","PWY-8178: pentose phosphate pathway (non-oxidative branch) II","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)","PWY-841: superpathway of purine nucleotides de novo biosynthesis I","PWY-I9: L-cysteine biosynthesis VI (from L-methionine)","PWY0-1061: superpathway of L-alanine biosynthesis","PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis","PWY0-1261: anhydromuropeptides recycling I","PWY0-1296: purine ribonucleosides degradation","PWY0-1297: superpathway of purine deoxyribonucleosides degradation","PWY0-1319: CDP-diacylglycerol biosynthesis II","PWY0-1338: polymyxin resistance","PWY0-1477: ethanolamine utilization","PWY0-1479: tRNA processing","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis","PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)","PWY0-42: 2-methylcitrate cycle I","PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","PWY0-862: (5Z)-dodecenoate biosynthesis I","PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)","PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)","PWY66-389: phytol degradation","PWY66-409: superpathway of purine nucleotide salvage","PWY66-429: fatty acid biosynthesis initiation (mitochondria)","PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I","RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)","SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I","SO4ASSIM-PWY: assimilatory sulfate reduction I","SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis","THRESYN-PWY: superpathway of L-threonine biosynthesis","TRNA-CHARGING-PWY: tRNA charging","TRPSYN-PWY: L-tryptophan biosynthesis","TYRFUMCAT-PWY: L-tyrosine degradation I","UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I","VALSYN-PWY: L-valine biosynthesis","Patient"
"P263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P263"
"P264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P264"
"P265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P265"
"P267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P267"
"P268",0.106939,0.893052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32311e-06,0,4.32311e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P268"
"P270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P270"
"P271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P271"
"P188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P188"
"P274",0.380477,0.618982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04037e-05,0,0,0,0,4.37586e-05,0.000104859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36422e-05,0,4.2815e-05,2.43642e-05,4.2815e-05,2.91561e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12536e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P274"
"P276",0.123103,0.876741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07019e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.01229e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55527e-05,"P276"
"P189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P189"
"P275",0.139643,0.858659,0,0,2.93858e-05,0,0,0,2.01112e-05,1.46112e-05,1.0716e-05,9.19828e-06,1.38951e-05,0,4.37707e-06,6.48804e-06,1.3614e-05,1.27562e-05,0,0,0,0,3.00461e-05,1.54409e-05,2.35174e-06,8.74585e-06,2.48872e-05,0,0,0,0,2.50197e-05,0,0,0,0,0,6.09219e-06,8.50713e-06,7.03644e-06,3.33795e-05,0,1.04531e-05,1.13428e-05,2.14115e-05,0,0,2.87428e-05,0,0,0,0,0,5.50499e-05,0,0,0,1.97492e-05,1.55347e-05,1.09591e-05,1.64562e-05,0,3.08294e-05,5.11383e-06,0,0,2.07619e-05,0,0,0,1.15721e-05,4.67736e-05,3.04135e-05,0,0,0,0,0,1.15382e-05,0,2.3071e-05,0,1.1237e-05,0,1.47262e-05,0,7.89916e-06,0,0,0,0,0,0,7.54466e-06,2.12397e-05,0,0,0,0,1.29172e-05,1.68506e-05,5.37537e-06,2.59721e-05,1.77427e-05,0,0,0,2.48944e-05,0,0,1.5848e-05,0,1.49652e-05,1.20418e-05,2.01317e-05,1.02076e-05,1.06847e-05,0,9.83659e-06,1.8775e-05,6.94625e-06,0,1.50091e-05,1.49493e-05,0,0,0,1.79232e-05,0,1.87177e-05,0,8.45789e-06,5.33009e-06,3.61198e-06,0,0,1.12646e-05,1.82869e-05,0,8.46184e-06,1.78501e-05,0,1.90035e-05,1.13718e-05,1.90035e-05,1.35054e-05,1.71394e-05,0,0,7.03748e-06,1.29013e-05,0,0,2.22019e-05,0,0,0,0,0,7.50276e-05,3.21485e-05,0,0,4.11758e-06,2.39885e-05,0,0,0,1.46334e-05,6.05814e-06,1.79372e-05,0,0,0,0,1.0732e-05,1.34732e-05,5.69851e-06,0,0,0,1.1237e-05,0,0,1.55926e-05,3.64247e-05,0,0,0,0,0,6.27119e-05,9.88499e-06,9.88499e-06,0,0,3.1857e-05,0,1.20156e-05,1.13959e-05,0,0,1.68025e-05,1.78666e-05,0,0,7.25205e-06,3.69898e-05,"P275"
